name,L-S,smiles,comment,ee,T,ddG,ligand,substrate,solvent
R73,L2-6-S36,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)Cc1ccccc1)cccc2.[C](=[N+])(c1c(ccc(c1)Cl)C)c1ccc(cc1)OC.[Cl-].ClCCl,,74.0,297.15,1.122513097,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)Cc1ccccc1)cccc2,[C](=[N+])(c1c(ccc(c1)Cl)C)c1ccc(cc1)OC.[Cl-],ClCCl
R74,L2-7-S7,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(/c1ccccc1)\C.ClCCl,,93.0,297.15,1.958553289,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(/c1ccccc1)\C,ClCCl
R75,L2-7-S38,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(/c1ccc(cc1)OC)\C.ClCCl,,93.0,297.15,1.958553289,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(/c1ccc(cc1)OC)\C,ClCCl
R76,L2-7-S39,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(/c1ccc(cc1)Cl)\C.ClCCl,,92.0,297.15,1.876635685,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(/c1ccc(cc1)Cl)\C,ClCCl
R77,L2-7-S40,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(/c1ccc(cc1)N(=O)=O)\C.ClCCl,,94.0,297.15,2.052630696,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(/c1ccc(cc1)N(=O)=O)\C,ClCCl
R78,L2-7-S41,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(/c1cccc(c1)N(=O)=O)\C.ClCCl,,97.0,297.15,2.470994528,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(/c1cccc(c1)N(=O)=O)\C,ClCCl
R79,L2-7-S42,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(/c1ccc(c(c1)Cl)Cl)\C.ClCCl,,93.0,297.15,1.958553289,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(/c1ccc(c(c1)Cl)Cl)\C,ClCCl
R80,L2-7-S43,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccc(cc1)F)(/c1ccccc1)\C.ClCCl,,95.0,297.15,2.163327271,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccc(cc1)F)(/c1ccccc1)\C,ClCCl
R81,L2-7-S44,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(/c1ccccc1C)\C.ClCCl,,62.0,297.15,0.856228681,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(/c1ccccc1C)\C,ClCCl
R82,L2-7-S45,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1)C)(/c1ccccc1)\C.ClCCl,,72.0,297.15,1.071925811,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1)C)(/c1ccccc1)\C,ClCCl
R83,L2-7-S46,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1)C(F)(F)F)(/c1ccccc1)\C.ClCCl,,78.0,297.15,1.234579261,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1)C(F)(F)F)(/c1ccccc1)\C,ClCCl
R84,L2-7-S47,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)(\C)/c1ccc2c(c1)ccc(c2)OC.ClCCl,,83.0,297.15,1.403185279,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)(\C)/c1ccc2c(c1)ccc(c2)OC,ClCCl
R85,L2-7-S48,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1ccccc1)/c1cccs1.ClCCl,,85.0,297.15,1.483512438,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1ccccc1)/c1cccs1,ClCCl
R86,L2-7-S49,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)/c1ccccc1.ClCCl,,96.0,297.15,2.298113638,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)/c1ccccc1,ClCCl
R87,L2-7-S50,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)/c1ccc(cc1)C.ClCCl,,94.0,297.15,2.052630696,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)/c1ccc(cc1)C,ClCCl
R88,L2-7-S51,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)(/c1ccc(cc1)Br)\C.ClCCl,,96.0,297.15,2.298113638,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)(/c1ccc(cc1)Br)\C,ClCCl
R89,L2-7-S52,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)(/c1ccc(cc1)N(=O)=O)\C.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)(/c1ccc(cc1)N(=O)=O)\C,ClCCl
R90,L2-7-S53,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)(/c1cccc(c1)N(=O)=O)\C.ClCCl,,98.0,297.15,2.713410895,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)(/c1cccc(c1)N(=O)=O)\C,ClCCl
R91,L2-7-S54,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)(/c1cccc(c1)OC)\C.ClCCl,,95.0,297.15,2.163327271,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)(/c1cccc(c1)OC)\C,ClCCl
R92,L2-7-S55,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)(/c1cc2c(cc1)cc(cc2)OC)\C.ClCCl,,92.0,297.15,1.876635685,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)(/c1cc2c(cc1)cc(cc2)OC)\C,ClCCl
R93,L2-7-S56,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)(/C(C)C)\C.ClCCl,,84.0,297.15,1.442202004,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)(/C(C)C)\C,ClCCl
R94,L2-7-S57,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)/COC.ClCCl,,92.0,297.15,1.876635685,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)/COC,ClCCl
R95,L2-7-S58,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C.C(=N\c1c(cccc1C)C)(/C(=O)OC)\C.ClCCl,,95.0,297.15,2.163327271,c1(cc2c(c3c1op(oc1c3c3ccccc3cc1C)N(C)[C@H](c1ccccc1P(c1ccccc1)c1ccccc1)C)cccc2)C,C(=N\c1c(cccc1C)C)(/C(=O)OC)\C,ClCCl
R96,L2-8-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,97.0,297.15,2.470994528,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R97,L2-8-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,95.0,297.15,2.163327271,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R98,L2-8-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,85.0,297.15,1.483512438,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R99,L2-8-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,88.0,297.15,1.624777185,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R100,L2-8-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,81.0,297.15,1.331017661,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R101,L2-8-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,80.0,297.15,1.297457586,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R102,L2-8-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,6.0,297.15,0.070945023,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
R103,L2-8-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,92.0,297.15,1.876635685,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(C)C)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R104,L2-9-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R105,L2-9-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,97.0,297.15,2.470994528,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R106,L2-9-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R107,L2-9-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,90.0,297.15,1.73868649,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R108,L2-9-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,87.0,297.15,1.574362763,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R109,L2-9-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,85.0,297.15,1.483512438,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R110,L2-9-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,1.0,297.15,0.011810362,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
R111,L2-9-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N(CC)CC)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R112,L2-10-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,85.0,297.15,1.483512438,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R113,L2-10-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,76.0,297.15,1.176526814,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R114,L2-10-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,82.0,297.15,1.366197712,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R115,L2-10-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,83.0,297.15,1.403185279,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R116,L2-10-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,76.0,297.15,1.176526814,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R117,L2-10-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,77.0,297.15,1.205003807,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R118,L2-10-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,0.0,297.15,0.0,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
R119,L2-10-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,83.0,297.15,1.403185279,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCC1)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R120,L2-1-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R121,L2-1-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R122,L2-1-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R123,L2-1-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R124,L2-1-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R125,L2-1-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,96.0,297.15,2.298113638,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R126,L2-1-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,3.0,297.15,0.035440538,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
R127,L2-1-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCC1)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R128,L2-11-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,97.0,297.15,2.470994528,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R129,L2-11-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,97.0,297.15,2.470994528,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R130,L2-11-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R131,L2-11-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R132,L2-11-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,92.0,297.15,1.876635685,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R133,L2-11-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,88.0,297.15,1.624777185,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R134,L2-11-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,1.0,297.15,0.011810362,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
R135,L2-11-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,93.0,297.15,1.958553289,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCCCCC1)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R136,L2-12-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R137,L2-12-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,98.0,297.15,2.713410895,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R138,L2-12-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R139,L2-12-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R140,L2-12-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R141,L2-12-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,98.0,297.15,2.713410895,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R142,L2-12-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,23.0,297.15,0.276577008,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
