index,Biaryl,Olefin,Catalyst,TDG,smiles,T,Current,ee,ddG
69,O=Cc1ccccc1-c1cccc2ccccc12,C=CCc1ccc(OC)c(OC)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](NC(=O)C[NH3+])C(=O)O.[Cl-],O=Cc1ccccc1-c1cccc2ccccc12.C=CCc1ccc(OC)c(OC)c1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](NC(=O)C[NH3+])C(=O)O.[Cl-],333.15,0.375,50,0.727977587
70,O=Cc1ccccc1-c1cccc2ccccc12,C=CCc1ccc(OC)c(OC)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](NC(=O)[C@@H]([NH3+])c1ccccc1)C(=O)O.[Cl-],O=Cc1ccccc1-c1cccc2ccccc12.C=CCc1ccc(OC)c(OC)c1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](NC(=O)[C@@H]([NH3+])c1ccccc1)C(=O)O.[Cl-],333.15,0.375,45,0.642357532
71,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(Br)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(Br)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,99,3.507522458
72,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(OC)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(OC)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,73,1.230812203
73,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(OC)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(OC)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,77,1.35220723
74,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(OC)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(OC)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,76,1.320251484
75,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(OC)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(OC)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,80,1.455955174
76,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(OC)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(OC)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,60,0.918605439
77,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(OC)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(OC)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,82,1.533092603
78,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccc(OC)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccc(OC)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,40,0.561448164
79,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,95,2.427599614
80,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,97,2.772851543
81,COc1cc(C=O)c(-c2cccc3ccccc23)cc1OC,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,COc1cc(C=O)c(-c2cccc3ccccc23)cc1OC.C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,95,2.427599614
82,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,91,2.024378495
83,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,92,2.105885746
84,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,97,2.772851543
85,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,92,2.105885746
86,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,95,2.427599614
87,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,88,1.823260179
88,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,96,2.578851502
89,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,89,1.884432161
90,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,95,2.427599614
91,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,94,2.303380331
92,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,94,2.303380331
93,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,91,2.024378495
94,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,91,2.024378495
95,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccc3ccccc3c2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,96,2.578851502
96,Cc1ccccc1-c1c(C=O)ccc2ccc3ccccc3c12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,Cc1ccccc1-c1c(C=O)ccc2ccc3ccccc3c12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,96,2.578851502
97,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,92,2.105885746
98,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,90,1.95108466
99,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,96,2.578851502
100,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,94,2.303380331
101,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,97,2.772851543
102,Cc1ccccc1-c1ccccc1C=O,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,Cc1ccccc1-c1ccccc1C=O.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,97,2.772851543
103,COc1cc(C=O)c(-c2cccc3ccccc23)cc1OC,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,COc1cc(C=O)c(-c2cccc3ccccc23)cc1OC.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
104,O=Cc1ccccc1-c1ccc(C(F)(F)F)c2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1ccc(C(F)(F)F)c2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,96,2.578851502
105,CCc1ccccc1-c1cc(F)ccc1C=O,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,CCc1ccccc1-c1cc(F)ccc1C=O.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,97,2.772851543
106,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)Oc1cccc(OC)c1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)Oc1cccc(OC)c1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,97,2.772851543
107,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)Oc1ccc([N+](=O)[O-])cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)Oc1ccc([N+](=O)[O-])cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
108,O=Cc1ccccc1-c1cccc2ccccc12,C=CS(=O)(=O)c1ccccc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CS(=O)(=O)c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,99,3.507522458
109,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)Oc1ccc(C(C)=O)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)Oc1ccc(C(C)=O)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
110,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)Oc1ccc(Br)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)Oc1ccc(Br)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
111,Cc1ccccc1-c1ccccc1C=O,C=CC(=O)Oc1ccc(F)cc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,Cc1ccccc1-c1ccccc1C=O.C=CC(=O)Oc1ccc(F)cc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
112,O=Cc1cc2c(cc1-c1cccc3ccccc13)OCO2,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1cc2c(cc1-c1cccc3ccccc13)OCO2.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
113,O=Cc1cc(C(F)(F)F)ccc1-c1cccc2ccccc12,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1cc(C(F)(F)F)ccc1-c1cccc2ccccc12.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
114,O=Cc1ccccc1-c1cccc2ccccc12,C=CP(=O)(OCC)OCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CP(=O)(OCC)OCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
115,Cc1ccccc1-c1ccccc1C=O,C=CC(=O)NC(C)C,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,Cc1ccccc1-c1ccccc1C=O.C=CC(=O)NC(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,98,3.044881525
116,Cc1ccccc1-c1ccccc1C=O,C=CC(C)=O,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,Cc1ccccc1-c1ccccc1C=O.C=CC(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,97,2.772851543
117,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,96,2.578851502
118,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,99,3.507522458
119,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1cccc2ccccc12.C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,99,3.507522458
120,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)OC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)OC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,99,3.507522458
121,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)OCc1ccccc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)OCc1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,97,2.772851543
122,O=Cc1ccccc1-c1cccc2ccccc12,C=Cc1ccccc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=Cc1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,86,1.714027676
123,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)Oc1ccccc1-c1ccccc1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)Oc1ccccc1-c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,97,2.772851543
124,O=Cc1ccccc1-c1cccc2ccccc12,C=CC(=O)OCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccccc1-c1cccc2ccccc12.C=CC(=O)OCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,96,2.578851502
125,O=Cc1ccc2ccccc2c1-c1ccccc1,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,O=Cc1ccc2ccccc2c1-c1ccccc1.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.375,97,2.772851543
126,Cc1ccccc1-c1cc(F)ccc1C=O,C=CC(=O)OCCCC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)[C@H](N)C(=O)O,Cc1ccccc1-c1cc(F)ccc1C=O.C=CC(=O)OCCCC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(C)(C)[C@H](N)C(=O)O,333.15,0.25,97,2.772851543
